T,L,Lg,Lt,Ls,Lb,S,Sg,St,Ss,Sb,M,Mg,Mt,Ms,Mb,R,Rg,Rt,Rs,Rb,A,Ag,At,As,Ab,E,Eg,Et,Es,Eb,V,Vg,Vt,Vs,Vb,J,Jg,Jt,Js,Jb,U,Ug,Ut,Us,Ub,K,Kg,Kt,Ks,Kb
20060424, 35.76085025240453, 4, 1, 3, 4, 332.2991423030556,-6,-6, 11, 3, 10.79612814860797, 5, 12, 7, 5, 339.0881708782853,-6, 7, 4, 11, 72.48761217059379, 3, 11, 7,-6, 348.3253379185987,-6, 3, 3, 7, 326.6807986640008, 7,-6, 4, 4,-201.36626423220196, 4,-6,-6, 2, 100.83163392173071, 2, 7, 1, 3, 159.08817087828538, 3, 1, 4,-6
20060427, 38.04133989530372, 4, 1, 4, 4, 16.046675281296167, 5, 4, 1, 3, 13.715702203324156, 5, 4, 4, 1, 338.92930915318584,-6, 7, 4, 11, 74.24325767714178, 3, 11, 3, 7, 353.15891293383265,-6, 3, 2, 4, 330.0275257976984, 7,-6, 2, 7,-200.99303369289967, 4,-6,-6, 4, 100.94387710219107, 2, 7, 1, 4, 158.92930915318584, 3, 1, 4,-6
20060501, 41.10713749948449, 4, 2, 2, 1, 70.79439131060172,-3, 11, 7,-3, 17.601418161134376, 5, 4, 5, 7, 338.71749351972545,-6, 7, 4, 2, 76.59217721171555,-3, 11, 4,-6,-0.020215942700474443, 5, 12, 12, 12, 334.52016412212504,-6, 7, 7, 1,-200.48721205962028, 4,-6,-6, 7, 101.11705751457123, 2, 7, 2, 5, 158.71749351972542,-3, 1, 4, 11
20060504, 43.42880299029549, 4, 2, 11, 4, 108.05907468967192, 2, 3, 3,-6, 20.510577936923564, 5, 4,-6, 7, 338.558631794635,-6, 7, 4, 1, 78.35959246114555, 3, 11, 2, 11, 5.480525667087551, 5, 12, 5, 1, 337.9103219117031,-6, 7, 12, 7,-200.10481057388262, 4,-6,-6,-6, 101.26416087043728, 2, 7, 2, 11, 158.558631794635, 3, 1, 4, 5
20060508, 46.55978150368341, 4, 2, 7, 4, 155.51049233373234, 3, 1, 3, 4, 24.382878761006733, 5, 4, 3, 4, 338.346816161188,-6, 7, 4, 4, 80.72336535918272, 3,-6,-6, 3, 13.181139073597263, 5, 12, 3, 7, 342.4554268112323,-6, 7, 5, 7,-199.59547790741192, 4, 11, 5, 7, 101.48258189259295, 2, 7, 2, 7, 158.34681616118795, 3, 1, 4, 2
20060511, 48.93889687441852, 4, 2, 3, 11, 192.12673881632043, 4, 11, 7, 11, 27.282360553821906, 5, 1, 1, 4, 338.1879544361072,-6, 7, 4, 4, 82.50135963326119, 3,-6, 7, 12, 19.260903729800482, 5, 4, 11, 3, 345.88131940231415,-6, 7,-6, 4,-199.2169906711101, 4, 11, 2, 1, 101.66261964325443, 2, 7, 2, 3, 158.18795443610725, 3, 1, 4, 1
20060515, 52.159285129815956, 4, 2, 4, 7, 244.39831274082908,-6, 12, 2, 3, 31.142310913928377, 4, 1, 11, 5, 337.9761388026727,-6, 7, 12, 7, 84.87858317875857, 3,-6, 3, 5, 27.717034523408298, 5, 1, 2,-6, 350.46985441507314,-6, 3, 4,-6,-198.72150510354334, 4, 11, 2, 7, 101.92354177327888, 2, 7, 2, 4, 157.97613880267266, 3, 1, 4, 4
20060518, 54.61612032567027, 4, 5, 11,-6, 285.77163903452094, 7, 2, 7, 7, 34.03297227494621, 4, 1, 7, 4, 337.8172770776023,-6, 7, 12,-6, 86.6662332796162, 3,-6, 4, 4, 34.240086608069916, 4, 1, 7, 2, 353.9255229773461,-6, 3, 5, 4,-198.35972770265437, 4, 11, 2, 11, 102.13434870433143, 2, 7, 5, 5, 157.81727707760223, 3, 1, 4, 4
20060522, 57.95607659624824, 4, 5, 7, 7, 342.368055309886,-6, 7, 5,-6, 37.88178956477634, 4, 1, 4, 4, 337.605461444181,-6, 7, 12, 2, 89.05583505266372, 3,-6, 1,-6, 42.98899993264702, 4, 2, 11, 3, 358.5505088965814,-6, 3, 7, 12,-197.89463363472416, 4, 11, 1, 3, 102.4347619216061, 2, 7, 5, 7, 157.60546144418103, 3, 1, 12, 7
20060525, 60.51585478133957, 3, 5, 3, 4, 24.880638772916118, 5, 4, 3, 2, 40.764595740520846, 4, 2, 2, 3, 337.4465997191197,-6, 7, 12, 4, 90.85244721310015, 2,-6, 5, 7, 49.43187737861713, 4, 2, 3, 7, 2.0313698720011395, 5, 12, 4,-6,-197.56144904309656, 4, 11, 1, 5, 102.67400321676159, 2, 7, 5, 4, 157.44659971911972, 3, 1, 12,-6
20060529, 64.01289814788699, 3, 5, 4,-6, 78.79631898462897, 3, 11, 2, 3, 44.60363165555003, 4, 2,-6, 3, 337.23478408571106,-6, 7, 3, 7, 93.25363830839966, 2,-6, 11, 5, 57.65134022084631, 4, 5,-6, 11, 6.687469468169011, 5, 12, 11, 3,-197.14170971366482, 4, 11, 4, 3, 103.01071103563994, 2, 7, 11, 11, 157.2347840857111, 3, 1, 12, 2
20060601, 66.70698304094758, 3, 11, 11, 11, 115.98259040979204, 2, 3, 11, 2, 47.47964156184625, 4, 2, 7, 11, 337.0759223606594,-6, 7, 3, 7, 95.05871583202261, 2, 7, 7, 11, 63.43480894610518, 3, 5, 4, 5, 10.190044750338318, 5, 12, 7, 4,-196.84757483209054, 4, 11, 4, 7, 103.27593865891829, 2, 7, 11,-6, 157.07592236065938, 3, 1, 12, 4
20060605, 70.40770937603403, 3, 11,-6, 11, 163.4599519380378, 3, 2, 11, 4, 51.310363179989636, 4, 2, 4, 11, 336.864106727264,-6, 7, 3,-6, 97.4709509838361, 2, 7, 12, 4, 70.55402802332915, 3, 11, 7, 7, 14.873247922547348, 5, 4, 4, 7,-196.48598741859732, 4, 11, 4,-6, 103.64562474020903, 2, 7, 11, 7, 156.86410672726404, 3, 1, 3, 7
20060608, 73.27496252995712, 3, 11, 3, 1, 200.39011140994185, 4,-6,-6, 7, 54.18071508510117, 4, 5, 11, 11, 336.70524500222206,-6, 7, 3, 11, 99.28416657034734, 2, 7, 4,-6, 75.42265649667772, 3, 11, 4, 4, 18.394956379793364, 5, 4, 11, 11,-196.23957712866394, 4, 11, 4, 11, 103.93432124470812, 2, 7, 11, 3, 156.705245002222, 3, 1, 3, 7
20060612, 77.23686694812999, 3, 11, 4, 3, 254.02007882746847,-6, 4, 4, 5, 58.00468565293633, 4, 5, 7, 7, 336.4934293688396,-6, 7, 3, 5, 101.70710993618968, 2, 7, 2, 3, 81.2636021487586, 3,-6,-6, 2, 23.102331720347877, 5, 4, 7, 1,-195.94641462244903, 4, 11, 4, 5, 104.33360007230527, 2, 7, 11, 4, 156.4934293688396, 3, 1, 3,-6
20060615, 80.32493044916187, 3,-6,-6, 7, 296.52458189847636, 7, 5,-6, 7, 60.87058269959512, 3, 5, 3, 2, 336.33456764380765,-6, 7, 3, 2, 103.52828185308252, 2, 7, 11, 7, 85.13915736301836, 3,-6, 3, 11, 26.641320880899983, 5, 4, 12, 3,-195.75444111886839, 4, 11, 4, 2, 104.64321115236928, 2, 7, 11, 2, 156.3345676438077, 3, 1, 3, 11
20060619, 84.6177842553248, 3,-6, 3, 1, 353.0888565538161,-6, 3, 2, 12, 64.68944226905441, 3, 5, 4, 3, 336.1227520104381,-6, 7, 3, 4, 105.9617774525546, 2, 7,-6, 4, 89.59269876235459, 3,-6, 2, 5, 31.3708102894417, 4, 1,-6,-6,-195.53732469517203, 4, 11, 4, 4, 105.06866469453061, 2, 7,-6,-6, 156.12275201043812, 3, 1, 3, 5
20060622, 87.98363217858892, 3,-6, 4, 7, 34.4894224246511, 4, 1, 7, 5, 67.55213792418616, 3, 11, 11, 3, 335.9638902854156,-6, 7, 3, 4, 107.79084887718527, 2, 3, 3, 11, 92.35614080095668, 2,-6, 11, 3, 34.92581382249727, 4, 1, 7,-6,-195.40452121179413, 4, 11, 4, 4, 105.39662199569703, 2, 7,-6, 7, 155.96389028541557, 3, 1, 3, 2
20060626, 92.68907347828984, 2,-6, 11, 4, 87.1161675148491, 3,-6, 4, 2, 71.36758393369198, 3, 11, 7, 4, 335.75207465205864,-6, 7, 3, 12, 110.2348948742617, 2, 3, 4, 11, 95.19056965238585, 2, 7, 7,-6, 39.676054611026814, 4, 1, 4, 3,-195.26849324540515, 4, 11, 4, 4, 105.84482441241406, 2, 7,-6, 4, 155.75207465205858, 3, 1, 3, 4
20060629, 96.39735806632794, 2, 7, 3, 5, 123.97353625299199, 1, 12, 2, 11, 74.22836741944347, 3, 11, 3, 7, 335.59321292704607,-6, 7, 3, 3, 112.0719158576533, 2, 3, 1, 3, 96.61351487766817, 2, 7, 3, 11, 43.24626628227425, 4, 2, 11, 4,-195.197730696923, 4, 11, 12, 3, 106.18856014583227, 2, 7,-6, 2, 155.59321292704607, 3, 1, 3, 4
20060703, 101.60391267095594, 2, 7, 2, 7, 171.36597049508933, 3, 2, 4, 11, 78.04213527110608, 3, 11, 1, 4, 335.38139729370215,-6, 7, 7,-6, 114.52664202606482, 2, 3, 11,-6, 97.48126186680082, 2, 7, 12, 4, 48.01643103957758, 4, 2, 3, 3,-195.14547812987723, 4, 11, 12, 3, 106.6560925702527, 2, 7,-6, 11, 155.38139729370212, 3, 1, 3, 12
20060706, 105.72028799422799, 2, 7, 6, 12, 208.40041931882044, 4, 6, 4,-3, 80.90231700294154,-3, 6, 6, 4, 335.2225355686995, 6, 7, 7, 6, 116.37175363110508, 2,-3, 6, 7,-97.32210141001671, 2, 7,-3, 7, 51.601389612926525, 4, 2, 4, 6, 195.13797325867662, 4, 11, 12,-3, 107.0130474091018, 2,-3,-3, 12, 155.22253556869956,-3, 1,-3,-3
20060710, 111.5090378384948, 2,-3, 4, 12, 262.9699180684391, 6, 4, 7, 4, 84.71616065510949,-3, 6,-3, 2, 335.0107199353685, 6, 7, 7, 11, 118.83740146297413, 2,-3, 7, 4,-96.06754189928807, 2, 7,-3, 4, 56.39103849605523, 4, 5, 6, 7, 195.1701446025242, 4, 11, 12,-3, 107.49650469679221, 2,-3,-3, 2, 155.0107199353685,-3, 1, 7, 6
20060713, 116.08425597138208, 2,-3, 11, 5, 306.6954445106022, 7, 11, 11, 11, 87.5770576919011,-3, 6, 4, 11, 334.85185821037504, 6, 7, 7, 11, 120.69082170996185, 1, 12, 12,-3,-94.47672524300476, 2, 7, 7, 1, 59.99052091924976, 4, 5, 7, 6, 195.22571795137014, 4, 11, 4, 4, 107.8641303098631, 2,-3,-3, 11, 154.85185821037496,-3, 1, 7, 6
20060717, 122.49948192036348, 1, 12, 4, 7, 3.915451050187631, 5, 12, 2, 11, 91.3927302644359, 2, 6, 11, 11, 334.6400425770572, 6, 7, 7, 2, 123.16772672336974, 1, 12, 1, 11,-91.8766722985399, 2, 6, 11, 6, 64.79946435444778,-3, 5, 4, 12, 195.34128180083778, 4, 11, 4, 4, 108.36012146970543, 2,-3,-3, 7, 154.64004257705722,-3, 1, 7, 11
20060720, 127.54104210107216, 1, 12, 11, 5, 44.59677641858906, 4, 2, 6,-3, 94.25565176378194, 2, 7, 7, 4, 334.48118085207346, 6, 7, 7, 1, 125.02973804067544, 1, 12, 5, 6,-89.93979763303777,-3, 6, 2, 7, 68.41338670948537,-3, 11, 11, 2, 195.4586301420253, 4, 11, 4, 4, 108.73587890646678, 2,-3, 12, 1, 154.48118085207346,-3, 1, 7, 5
20060724, 134.54559584584555, 1, 4, 4, 6, 95.8754887333896, 2, 7,-3, 4, 98.07488614268738, 2, 7, 12,-3, 334.26936521876854, 6, 7, 7, 4, 127.51831392006869, 1, 12, 11, 5,-87.95708981439311,-3, 6, 4, 6, 73.24155892664676,-3, 11,-3, 4, 195.65523406199503, 4, 11, 4, 1, 109.24102273934321, 2,-3, 12,-3, 154.2693652187685,-3, 1, 7, 2
20060727, 139.9822725829609, 1, 4, 11, 2, 132.2531220115683, 1, 12,-3, 2, 100.94111881019816, 2, 7, 1, 4, 334.1105034937948, 6, 7, 7, 4, 129.38925185009356, 1, 12, 7, 7,-87.24828587896623,-3, 6, 4, 5, 76.86988616701207,-3, 11, 4, 7, 195.83219129605453, 4, 11, 4, 2, 109.62237774462601, 2,-3, 4, 4, 154.1105034937948,-3, 1, 7, 1
20060731, 147.41580571300585, 1, 1, 2, 2, 179.52082770522486, 3, 5, 7, 11, 104.76560823886487, 2, 7, 11, 2, 333.89868786050283, 6, 7, 7, 3, 131.88997611649444, 1, 12, 3, 4, 87.6459746955482, 3, 6, 4, 11, 81.71723168294957, 3, 6, 6, 11, 196.10649298911073, 4, 11, 4, 11, 110.13329504579721, 2, 3, 4, 11, 153.8986878605029, 3, 1, 7, 4
20060803, 153.07817070435223, 3, 1, 7, 7, 216.49301193247163, 5, 7, 3, 5, 107.63640176530932, 2, 3, 3, 5, 333.7398261355384, 6, 7, 7, 3, 133.770219070442, 1, 4, 4, 1, 89.0410547209563, 3, 6, 1, 6, 85.35989818607732, 3, 6, 3, 6, 196.3402631702035, 4, 11, 4, 11, 110.5177112657736, 2, 3, 4, 6, 153.73982613553844, 3, 1, 7, 12
20060807, 160.65891929007137, 3, 2, 2, 3, 271.3339391616816, 7, 1, 6, 6, 111.46778042105842, 2, 3, 4, 12, 333.5280105022591, 6, 7, 7, 7, 136.2836200311735, 1, 4, 2, 2, 92.36924342092337, 2, 6, 11, 3, 90.2262743548163, 2, 6, 2, 3, 196.6882179127185, 4, 11, 4, 7, 111.03101480952711, 2, 3, 4, 7, 153.52801050225912, 3, 1, 7, 3
20060810, 166.3073113389152, 3, 2, 7, 12, 315.9750966173903, 7, 11, 4, 5, 114.34433291381151, 2, 3, 11, 11, 333.36914877730476, 6, 7, 7, 7, 138.17357992212456, 1, 4, 11, 11, 95.90782925177255, 2, 7, 3, 4, 93.88311782046385, 2, 7, 7, 3, 196.97557226194792, 4, 11, 4, 7, 111.41594576268892, 2, 3, 4, 3, 153.36914877730467, 3, 1, 7, 3
20060814, 173.70529275651415, 3, 5, 5, 7, 14.301504070879814, 5, 4, 4, 11, 118.18415649151731, 2, 3, 7, 7, 333.1573331440383, 6, 6, 11, 2, 140.700224693946, 1, 4, 6, 3, 101.8452685535232, 2, 7, 2, 12, 98.76821690942819, 2, 7, 4, 2, 197.39267016019167, 4, 11, 4, 12, 111.92822919235587, 2, 3, 1, 7, 153.1573331440383, 3, 1, 7, 7
20060817, 179.10470960980638, 3, 5, 7, 2, 54.758071102315675, 4, 5, 11, 7, 121.06759992817379, 1, 12, 4, 4, 332.99847141909396, 6, 6, 11, 1, 142.60033830846476, 1, 4, 7, 12, 107.03477779058773, 2, 3, 3, 12, 102.4389281463128, 2, 7, 5, 7, 197.73010600395855, 4, 11, 1, 6, 112.31110982478356, 2, 3, 2, 2, 152.99847141909402, 3, 1, 6, 11
20060821, 186.04929360008444, 4, 5, 2, 7, 104.95833838788873, 2, 7, 6, 6, 124.91732628581818, 1, 12, 5, 11, 332.7866557858405, 6, 6, 11, 4, 145.14082174577774, 1, 4, 3, 11, 114.60392048057427, 2, 3, 11, 6, 107.34222209269798, 2, 3, 3, 4, 198.21155926943499, 4, 11, 2, 5, 112.81893652225845, 2, 3, 2, 7, 152.78665578584045, 3, 1, 6, 11
20060824, 191.0408889567379, 4, 11, 7, 3, 140.85709428622604, 1, 4, 6, 3, 127.8087120463893, 1, 12, 6, 7, 332.62779406090516, 6, 6, 11, 4, 147.05154274047186, 1, 1, 1, 7, 120.53402797504376, 1, 12, 12, 6, 111.02631277236208, 2, 3, 4, 7, 198.5954227931888, 4, 11, 2, 7, 113.1971751477389, 2, 3, 2, 4, 152.6277940609052, 3, 1, 6, 2
20060828, 197.38650539292408, 4, 11, 4, 12, 188.11659649409836, 4, 11, 11, 4, 131.6696820106343, 1, 12, 3, 3, 332.4159784276649, 6, 6, 11, 3, 149.60647713292116, 1, 1, 11, 6, 128.49591044153902, 1, 12, 6, 4, 115.94702285670834, 2, 3, 11, 2, 199.13630726340944, 4, 11, 2, 4, 113.69706815588431, 2, 3, 5, 7, 152.4159784276649, 3, 1, 6, 1
20060831, 201.90933705941214, 4, 6, 7, 7, 225.03771472601454, 5, 7, 6, 6, 134.56996658032259, 1, 4, 4, 6, 332.2571167027393, 6, 6, 11, 3, 151.52826856517277, 3, 1, 6, 7, 134.3797617396459, 1, 4, 4, 11, 119.64381241563053, 2, 3, 7, 11, 199.56288416740287, 4, 11, 5, 7, 114.06803959891822, 2, 3, 5, 2, 152.25711670273932, 3, 1, 6, 4
20060904, 207.63027780462357, 4, 6, 4, 11, 279.538647316062, 7, 1, 4, 7, 138.44338506168833, 1, 4, 11, 6, 332.0453010695117, 6, 6, 11, 7, 154.09827399741283, 3, 1, 7, 4, 142.00461980311258, 1, 4, 7, 7, 124.580904641158, 1, 12, 2, 4, 200.158241297805, 4, 6, 6, 6, 114.55647371725387, 2, 3, 11, 6, 152.0453010695117, 3, 1, 6, 12
20060907, 211.69839024553653, 5, 6, 11, 6, 324.4307718201407, 7, 6, 3, 4, 141.35341603796974, 1, 4, 6, 1, 331.8864393445961, 6, 6, 11, 6, 156.03160131961664, 3, 1, 3, 2, 147.52785159234026, 1, 1, 2, 11, 128.28952626259746, 1, 12, 6, 3, 200.62382035891795, 4, 6, 6, 3, 114.91751452965748, 2, 3, 11, 7, 151.8864393445961, 3, 1, 6, 3
20060911, 216.8450066145486, 5, 7, 3, 6, 23.842263785354497, 5, 4, 7, 6, 145.24033366368033, 1, 4, 3, 11, 331.67462371138174, 6, 6, 11, 6, 158.61729661088913, 3, 1, 4, 11, 154.62188199189274, 3, 1, 7, 11, 133.24173139199095, 1, 12, 3, 7, 201.26872651584, 4, 6, 6, 2, 115.39091179610121, 2, 3, 11, 12, 151.67462371138174, 3, 1, 6, 7
20060914, 220.51197254294885, 5, 7, 1, 11, 64.52285755256744, 3, 5, 4, 3, 148.1608362468354, 1, 1, 2, 12, 331.51576198647587, 6, 6, 11, 11, 160.56262107476832, 3, 2, 2, 7, 159.74436175914332, 3, 1, 4, 3, 136.96115553201497, 1, 4, 2, 3, 201.76964114510753, 4, 6, 6, 11, 115.73931850287187, 2, 3, 11, 1, 151.51576198647584, 3, 1, 6, 7
20060918, 225.16730567065457, 5, 7, 6, 7, 114.09908811041636, 2, 3, 5, 2, 152.06213178207497, 3, 1, 6, 12, 331.3039463532741, 6, 6, 5, 2, 163.16461523747316, 3, 2, 11, 12, 166.3234236723818, 3, 2, 7, 12, 141.9270107225302, 1, 4, 7, 7, 202.45925077774984, 4, 6, 7, 12, 116.19404840685873, 2, 3, 6, 6, 151.3039463532741, 3, 1, 6, 6
20060921, 228.49924421440534, 5, 3, 3, 7, 149.64951648451154, 1, 1, 11, 6, 154.9936959762785, 3, 1, 7, 6, 331.14508462837756, 6, 6, 5, 4, 165.1223876700256, 3, 2, 6, 1, 171.07866255682916, 3, 2, 4, 2, 145.6560831431766, 1, 4, 3, 7, 202.99190327139598, 4, 6, 7, 2, 116.5270798492539, 2, 3, 6, 7, 151.14508462837756, 3, 1, 11, 5
20060925, 232.75154062254876, 5, 3, 2, 7, 197.14375388949298, 4, 11, 4, 3, 158.91005986835273, 3, 1, 4, 6, 330.93326899518905, 6, 6, 5, 7, 167.7412718446048, 3, 2, 7, 6, 177.18991468072443, 3, 5, 6, 4, 150.63399020229514, 3, 1, 11, 4, 203.72147183488843, 4, 6, 7, 6, 116.95946578533733, 2, 3, 6, 12, 150.93326899518905, 3, 1, 11, 1
20060928, 235.81245709759264, 5, 3, 11, 1, 234.25086125749084, 5, 3, 11, 11, 161.85312866761205, 3, 2, 5, 2, 330.7744072703022, 6, 6, 5, 6, 169.71192676958873, 3, 2, 12, 12, 181.60368323441105, 4, 5, 3, 7, 154.37148014951936, 3, 1, 7, 2, 204.28234439794818, 4, 6, 3, 4, 117.27435075995139, 2, 3, 6, 4, 150.77440727030222, 3, 1, 11, 4
20061002, 239.74216641765167, 5, 3, 7, 6, 288.18716813671483, 7, 2, 3, 4, 165.78504810876885, 3, 2, 7, 7, 330.5625916371267, 6, 6, 5, 5, 172.34826660793482, 3, 2, 4, 3, 187.2558921277912, 4, 11, 11, 7, 159.35977388852186, 3, 1, 4, 7, 205.04723601126835, 4, 6, 3, 11, 117.68068441133343, 2, 3, 6, 11, 150.56259163712667, 3, 1, 11, 4
20061006, 243.51904650374723, 6, 12, 1, 12, 347.7559758787476, 6, 3, 3, 11, 169.72599242862182, 3, 2, 12, 4, 330.3507760039582, 6, 6, 2, 4, 174.994822787105, 3, 5, 11, 3, 192.6175274372195, 4, 11, 3, 3, 164.3532539463734, 3, 2, 6, 7, 205.83027166723588, 4, 6, 12, 4, 118.07046185493034, 2, 3, 7, 7, 150.35077600395817, 3, 1, 11, 3
20061009, 246.26352323406877, 6, 12, 11, 7, 32.440328168757304, 4, 1, 6, 1, 172.68765294329702, 3, 2, 1, 1, 330.1919142790872, 6, 6, 2, 3, 176.98654517675598, 3, 5, 6, 4, 196.41692431774365, 4, 11, 4, 6, 168.10144634325366, 3, 2, 3, 12, 206.42857586497155, 4, 6, 12, 7, 118.35120145455741, 2, 3, 7, 3, 150.1919142790872, 3, 1, 11, 3
20061012, 248.94093611725776, 6, 12, 6, 2, 73.5664969959334, 3, 11, 3, 5, 175.65442099299807, 3, 5, 11, 4, 330.03305255421975, 7, 6, 2, 7, 178.98417601722045, 3, 5, 7, 4, 199.98501149957738, 4, 11, 5, 2, 171.85203719709628, 3, 2, 4, 6, 207.03565367323924, 4, 6, 4, 1, 118.62143913511736, 2, 3, 7, 12, 150.03305255421975, 1, 1, 11, 7
20061016, 252.41843099847063, 6, 12, 3, 5, 122.98623908899933, 1, 12, 4, 12, 179.61803769763355, 3, 5, 7, 11, 329.8212369210697, 7, 6, 2, 6, 181.6569866798346, 4, 5, 3, 7, 204.2792389177677, 4, 6, 3, 4, 176.85619082811914, 3, 5, 6, 3, 207.85769281113497, 4, 6, 4, 6, 118.9645490925364, 2, 3, 7, 4, 149.82123692106973, 1, 1, 11, 7
20061019, 254.9653623713657, 6, 4, 4, 7, 158.37940709313526, 3, 1, 4, 2, 182.59666081674408, 4, 5, 12, 3, 329.6623751962123, 7, 6, 2, 11, 183.66865186040332, 4, 5, 4, 11, 207.03489341491726, 4, 6, 4, 1, 180.61156804194889, 4, 5, 3, 4, 208.48289533084386, 4, 6, 4, 3, 119.20833106232249, 2, 3, 7, 2, 149.66237519621225, 1, 1, 11, 6
20061023, 258.2903485784183, 6, 4, 11, 11, 206.3749994127643, 4, 6, 12, 7, 186.57595821647777, 4, 5, 2, 4, 329.45055956307516, 7, 6, 2, 2, 186.36039245658515, 4, 5, 2, 3, 209.8269578333159, 4, 6, 2, 6, 185.6213892603499, 4, 5, 2, 2, 209.32692938364733, 4, 6, 1, 12, 119.51437626161544, 2, 3, 7, 11, 149.45055956307516, 1, 1, 11, 11
20061026, 260.7374156585077, 6, 4, 6, 3, 244.05631484734, 6, 12, 2, 6, 189.56620469863347, 4, 11, 6, 4, 329.2916978382277, 7, 6, 1, 3, 188.38640895364645, 4, 11, 11, 2, 211.0027757142971, 5, 6, 5, 3, 189.38051053695483, 4, 11, 6, 3, 209.9670096597893, 4, 6, 2, 7, 119.7290422668211, 2, 3, 7, 6, 149.29169783822772, 1, 1, 11, 11
20061030, 263.9465151951996, 6, 4, 7, 6, 297.7374138521251, 7, 5, 6, 11, 193.56075439140562, 4, 11,-3, 5, 329.07988220510356, 7, 6, 1, 6, 191.09747549547888, 4, 11, 7, 12,-210.86914103285565, 5, 6, 5, 7, 194.39469374948825, 4, 11,-3, 7, 210.8287347221134, 5, 6, 5, 7, 119.9945572652237, 2,-3, 7, 6, 149.07988220510356, 1, 1, 5, 4
20061102, 266.318336929933, 6, 4, 12, 11, 341.1492051990477, 6, 7, 2, 5, 196.56221331419619, 4, 11, 4, 6, 328.9210204802652, 7, 6, 1, 11, 193.138119356884, 4, 11,-3, 4,-209.20114517145538, 4, 6, 1,-3, 198.15664588627, 4, 11, 2, 2, 211.4804798362577, 5, 6, 11, 11, 120.17758417801554, 1, 12, 12, 1, 148.9210204802652, 1, 1, 5,-3
20061106, 269.44098510248705, 6, 1, 11, 11, 40.441762619726525, 4, 2, 2, 6, 200.57134843178613, 4, 6, 6,-3, 328.7092048471543, 7, 6, 4, 12, 195.86885054942303, 4, 11, 4, 2,-204.9594829965228, 4, 6,-3, 11, 203.1740628136414, 4, 6, 7, 5, 212.35562598910332, 5, 6, 11,-3, 120.39933013401698, 1, 12, 12, 11, 148.7092048471543, 1, 1, 5, 6
20061109, 271.7573449446822, 7, 1, 6,-3, 81.8355840288902,-3, 6, 7, 7, 203.5834311699991, 4, 6, 7, 11, 328.55034312232567, 7, 6, 4,-3, 197.9243528537801, 4, 11, 1,-3,-201.0311497167387, 4, 6, 6, 4, 206.93806552162212, 4, 6, 4, 1, 213.01583979717614, 5, 6, 11, 1, 120.54840085957323, 1, 12, 12, 7, 148.55034312232564, 1, 1, 5, 11
20061113, 274.8171872830262, 7, 1, 7, 11, 131.3970408946117, 1, 12, 7, 6, 207.6062506256026, 4, 6, 4, 11, 328.3385274892273, 7, 6, 4,-3, 200.67502487748283, 4, 6, 6,-3,-196.7511958028915, 4, 11, 4, 7, 211.95775926524368, 5, 6, 11, 7, 213.90014773020394, 5, 7, 7,-3, 120.72346653935463, 1, 12, 12,-3, 148.33852748922735, 1, 1, 2, 4
20061116, 277.0939650692659, 7, 1, 12, 4, 166.78910689895014,-3, 2, 7, 1, 210.62819576529213, 5, 6, 5, 11, 328.179665764409, 7, 6, 4, 7, 202.74556793988424, 4, 6, 7, 4,-195.29687433858678, 4, 11, 4, 4, 215.7231526424588, 5, 7,-3, 12, 214.56563319872174, 5, 7, 7, 2, 120.83655257188995, 1, 12, 4, 4, 148.179665764409, 1, 1, 2, 12
20061120, 280.1099523877172, 7, 2, 2, 5, 215.42560038556155, 5, 7, 7, 6, 214.6635731756592, 5, 7, 7, 2, 327.9678501313239, 7, 6, 4, 6, 205.5163895350274, 4, 6, 3, 7, 195.96651779579236, 4, 11, 4, 5, 220.74431077657871, 5, 7, 1, 7, 215.45483066188737, 5, 7, 3, 3, 120.96247322109764, 1, 12, 4, 4, 147.9678501313239, 1, 1, 2, 7
20061123, 282.3598428908382, 7, 2, 11, 6, 254.0527467122157, 6, 4, 4, 5, 217.6944550153629, 5, 7, 12, 11, 327.80898840651463, 7, 6, 4, 6, 207.6021033159739, 4, 6, 4, 11, 198.03931993939545, 4, 11, 1, 4, 224.51052803355498, 5, 7, 11, 1, 216.1223723135507, 5, 7, 3, 4, 121.03793004738984, 1, 12, 4, 4, 147.80898840651463, 1, 1, 2, 7
20061127, 285.34706601480445, 7, 2, 6, 5, 308.20258390073656, 7, 11, 11, 4, 221.7410524748981, 5, 7, 2, 3, 327.5971727734422, 7, 6, 4, 11, 210.3932111017372, 5, 6, 2, 4, 202.18190254847363, 4, 6, 7, 3, 229.53243783299322, 5, 3, 4, 4, 217.01215098721875, 5, 7, 3, 6, 121.11282213927959, 1, 12, 4, 4, 147.5971727734422, 1, 1, 2, 11
20061130, 287.58012230575036, 7, 2, 7, 6, 350.7280234891869, 6, 3, 4, 6, 224.7797931883848, 5, 7, 11, 5, 327.4383110486426, 7, 6, 4, 11, 212.49416976126665, 5, 6, 11, 3, 205.93768755564975, 4, 6, 12, 4, 233.2989662606466, 5, 3, 2, 1, 217.6784978411037, 5, 7, 12, 11, 121.14949520392013, 1, 12, 4, 1, 147.43831104864262, 1, 1, 2, 5
